"DATE","TIME","エリア需要","原子力","火力.LNG.","火力.石炭.","火力.石油.","火力.その他.","水力","地熱","バイオマス","太陽光発電実績","太陽光出力制御量","風力発電実績","風力出力制御量","揚水","蓄電池","連系線","その他","合計"
"2024/2/22","17:00",42215,0,23080,6489,807,1595,1913,0,405,40,0,149,0,1151,0,6251,335,42215
"2024/2/22","17:30",42372,0,22902,6487,807,1623,1935,0,405,0,0,147,0,1167,0,6569,330,42372
"2024/2/22","18:00",42196,0,22688,6486,807,1620,1926,0,409,0,0,145,0,1050,0,6741,324,42196
"2024/2/22","18:30",41867,0,22577,6487,807,1640,1923,0,409,0,0,139,0,745,0,6819,321,41867
"2024/2/22","19:00",41223,0,22233,6486,807,1612,1890,0,409,0,0,131,0,955,0,6370,329,41222
"2024/2/22","19:30",40509,0,21692,6487,807,1601,1877,0,409,0,0,125,0,684,0,6491,337,40510
"2024/2/22","20:00",39870,0,21568,6413,806,1575,1758,0,411,0,0,124,0,244,0,6628,343,39870
"2024/2/22","20:30",39274,0,20797,6389,806,1594,1741,0,410,0,0,121,0,134,0,6927,354,39273
"2024/2/22","21:00",38363,0,19990,6387,807,1583,1744,0,411,0,0,119,0,9,0,6945,367,38362
"2024/2/22","21:30",37115,0,18638,6386,807,1608,1746,0,411,0,0,116,0,0,0,7026,375,37113
"2024/2/22","22:00",36137,0,18499,6387,736,1653,1741,0,411,0,0,113,0,0,0,6205,393,36138
"2024/2/22","22:30",34857,0,17228,6386,680,1674,1720,0,410,0,0,108,0,0,0,6245,405,34856
"2024/2/22","23:00",33771,0,16794,6386,523,1679,1598,0,411,0,0,106,0,0,0,5886,387,33770
"2024/2/22","23:30",32491,0,16186,6386,373,1659,1587,0,412,0,0,104,0,-135,0,5507,412,32491
"2024/2/23","0:00",31116,0,16095,6387,271,1617,1349,0,410,0,0,88,0,-651,0,5166,383,31115
"2024/2/23","0:30",29911,0,15982,6385,188,1627,1351,0,409,0,0,91,0,-1203,0,4642,440,29912
"2024/2/23","1:00",29341,0,15720,6387,177,1613,1353,0,410,0,0,91,0,-1204,0,4358,437,29342
"2024/2/23","1:30",28902,0,15120,6387,177,1608,1344,0,411,0,0,90,0,-1209,0,4524,449,28901
"2024/2/23","2:00",28736,0,14739,6385,177,1605,1360,0,411,0,0,95,0,-1209,0,4719,454,28736
"2024/2/23","2:30",28706,0,14671,6387,178,1632,1384,0,410,0,0,91,0,-1205,0,4707,451,28706
"2024/2/23","3:00",28742,0,14760,6387,178,1611,1411,0,411,0,0,92,0,-1206,0,4645,453,28742
"2024/2/23","3:30",28634,0,15104,6387,178,1628,1410,0,411,0,0,89,0,-1203,0,4188,442,28634
"2024/2/23","4:00",28678,0,14653,6386,178,1604,1352,0,411,0,0,88,0,-1204,0,4760,450,28678
"2024/2/23","4:30",28848,0,14848,6387,178,1595,1347,0,410,0,0,87,0,-1197,0,4768,424,28847
"2024/2/23","5:00",29407,0,15086,6388,178,1584,1335,0,411,0,0,87,0,-1193,0,5086,445,29407
"2024/2/23","5:30",29871,0,15516,6386,178,1596,1342,0,411,0,0,88,0,-1197,0,5135,415,29870
"2024/2/23","6:00",31098,0,15762,6386,178,1567,1375,0,412,0,0,94,0,-425,0,5331,419,31099
"2024/2/23","6:30",32444,0,16199,6386,187,1569,1394,0,412,87,0,102,0,223,0,5491,394,32444
"2024/2/23","7:00",34052,0,17478,6385,201,1593,1395,0,412,199,0,106,0,318,0,5578,387,34052
"2024/2/23","7:30",36023,0,18757,6411,201,1556,1359,0,411,453,0,111,0,486,0,5913,366,36024
"2024/2/23","8:00",38401,0,19687,6487,200,1605,1397,0,408,741,0,117,0,865,0,6553,340,38400
"2024/2/23","8:30",40317,0,20577,6487,201,1634,1406,0,408,1171,0,120,0,1811,0,6149,354,40318
"2024/2/23","9:00",41895,0,21480,6488,201,1628,1366,0,408,1518,0,123,0,2261,0,6066,356,41895
"2024/2/23","9:30",42126,0,21816,6488,201,1581,1370,0,407,1708,0,120,0,2084,0,6001,350,42126
"2024/2/23","10:00",42397,0,21967,6487,201,1584,1305,0,406,2260,0,125,0,2253,0,5451,359,42398
"2024/2/23","10:30",42586,0,21504,6484,201,1628,1309,0,406,2471,0,127,0,1404,0,6687,367,42588
"2024/2/23","11:00",42221,0,21462,6485,200,1701,1321,0,406,2380,0,122,0,1010,0,6766,368,42221
"2024/2/23","11:30",42137,0,21522,6488,201,1794,1329,0,407,2387,0,122,0,955,0,6564,369,42138
"2024/2/23","12:00",41805,0,21711,6414,200,1792,1314,0,406,2248,0,123,0,1432,0,5802,363,41805
"2024/2/23","12:30",41331,0,21587,6385,200,1766,1250,0,406,2261,0,124,0,1515,0,5472,364,41330
"2024/2/23","13:00",41562,0,21379,6386,200,1753,1295,0,405,2211,0,123,0,1116,0,6325,369,41562
"2024/2/23","13:30",41494,0,21487,6390,200,1772,1298,0,404,2028,0,126,0,1011,0,6412,364,41492
"2024/2/23","14:00",41332,0,21333,6391,200,1786,1320,0,405,1821,0,127,0,788,0,6791,370,41332
"2024/2/23","14:30",41106,0,21373,6389,201,1787,1340,0,405,1504,0,127,0,527,0,7087,366,41106
"2024/2/23","15:00",40873,0,21531,6389,200,1797,1375,0,406,1144,0,128,0,619,0,6907,377,40873
"2024/2/23","15:30",40992,0,22192,6388,201,1815,1411,0,404,853,0,129,0,1077,0,6157,366,40993
"2024/2/23","16:00",41166,0,22041,6388,201,1815,1632,0,406,488,0,132,0,1201,0,6488,374,41166
"2024/2/23","16:30",41699,0,22370,6411,200,1797,1678,0,407,202,0,139,0,1517,0,6600,379,41700
"2024/2/23","17:00",42296,0,22539,6487,201,1790,1779,0,409,37,0,138,0,1893,0,6659,365,42297
"2024/2/23","17:30",42763,0,22461,6489,201,1806,1778,0,409,0,0,141,0,2194,0,6932,353,42764
"2024/2/23","18:00",42912,0,22174,6487,201,1819,1841,0,412,0,0,150,0,2031,0,7445,353,42913
"2024/2/23","18:30",42690,0,22131,6487,201,1801,1842,0,412,0,0,148,0,1752,0,7565,351,42690
"2024/2/23","19:00",42190,0,21767,6487,201,1811,1813,0,412,0,0,146,0,1691,0,7497,365,42190
"2024/2/23","19:30",41633,0,21697,6486,201,1826,1738,0,412,0,0,146,0,1724,0,7037,364,41631
"2024/2/23","20:00",41071,0,21279,6418,200,1822,1702,0,413,0,0,151,0,1538,0,7173,376,41072
"2024/2/23","20:30",40338,0,21324,6388,200,1854,1683,0,413,0,0,152,0,1249,0,6689,384,40336
"2024/2/23","21:00",39468,0,21024,6390,201,1810,1645,0,414,0,0,149,0,1023,0,6416,397,39469
"2024/2/23","21:30",38179,0,20053,6387,201,1811,1605,0,413,0,0,141,0,648,0,6507,413,38179
"2024/2/23","22:00",37032,0,20272,6386,192,1796,1352,0,413,0,0,131,0,412,0,5678,401,37033
"2024/2/23","22:30",35733,0,19068,6385,179,1792,1337,0,413,0,0,135,0,206,0,5798,420,35733
"2024/2/23","23:00",34703,0,18607,6387,178,1799,1333,0,414,0,0,136,0,0,0,5437,412,34703
"2024/2/23","23:30",33376,0,18209,6386,178,1795,1284,0,415,0,0,136,0,0,0,4544,429,33376
"2024/2/24","0:00",32066,0,15393,6350,179,1799,1367,0,407,0,0,150,0,0,0,6038,383,32066
"2024/2/24","0:30",30730,0,14016,6228,178,1814,1367,0,408,0,0,152,0,0,0,6129,438,30730
"2024/2/24","1:00",30132,0,13488,6212,178,1857,1340,0,408,0,0,150,0,0,0,6054,444,30131
"2024/2/24","1:30",29694,0,13363,6209,178,1864,1348,0,409,0,0,148,0,58,0,5656,461,29694
"2024/2/24","2:00",29567,0,13333,6211,178,1856,1372,0,409,0,0,153,0,329,0,5267,459,29567
"2024/2/24","2:30",29409,0,13210,6228,179,1829,1387,0,409,0,0,151,0,127,0,5431,457,29408
"2024/2/24","3:00",29316,0,13451,6351,178,1780,1322,0,409,0,0,151,0,126,0,5089,460,29317
"2024/2/24","3:30",29225,0,13574,6389,178,1748,1321,0,409,0,0,151,0,127,0,4879,449,29225
"2024/2/24","4:00",29210,0,13070,6387,179,1749,1316,0,408,0,0,151,0,122,0,5367,461,29210
"2024/2/24","4:30",29304,0,13139,6389,178,1729,1304,0,408,0,0,150,0,204,0,5371,432,29304
"2024/2/24","5:00",29892,0,13394,6388,178,1732,1276,0,407,0,0,149,0,227,0,5699,443,29893
"2024/2/24","5:30",30531,0,13249,6388,178,1782,1305,0,407,0,0,149,0,335,0,6324,413,30530
"2024/2/24","6:00",31764,0,13897,6389,178,1673,1362,0,409,0,0,148,0,549,0,6733,426,31764
"2024/2/24","6:30",32654,0,14504,6387,187,1620,1367,0,408,145,0,147,0,810,0,6683,397,32655
"2024/2/24","7:00",33477,0,14316,6391,200,1472,1381,0,407,1450,0,138,0,618,0,6719,384,33476
"2024/2/24","7:30",34069,0,13564,6392,202,1495,1393,0,408,3217,0,133,0,388,0,6507,369,34068
"2024/2/24","8:00",34919,0,13077,6391,204,1500,1434,0,405,5340,0,129,0,569,0,5516,354,34919
"2024/2/24","8:30",35345,0,12430,6281,204,1533,1411,0,404,7508,0,125,0,519,0,4573,357,35345
"2024/2/24","9:00",35674,0,11731,5864,204,1512,1362,0,404,9516,0,124,0,217,0,4372,368,35674
"2024/2/24","9:30",35517,0,10244,5865,203,1496,1352,0,403,11156,0,113,0,-104,0,4422,367,35517
"2024/2/24","10:00",35278,0,9546,5809,204,1499,1362,0,403,12330,0,108,0,-1338,0,4973,380,35276
"2024/2/24","10:30",34750,0,9005,5753,204,1505,1359,0,403,12922,0,101,0,-1809,0,4917,390,34750
"2024/2/24","11:00",34087,0,8452,5740,203,1533,1254,0,403,13283,0,90,0,-2432,0,5165,396,34087
"2024/2/24","11:30",33528,0,8670,5740,204,1519,1259,0,403,13554,0,83,0,-3268,0,4964,399,33527
"2024/2/24","12:00",32953,0,8674,5741,204,1392,1247,0,401,13587,0,79,0,-3309,0,4534,403,32953
"2024/2/24","12:30",32192,0,8670,5740,204,1411,1249,0,402,13433,0,71,0,-3804,0,4416,400,32192
"2024/2/24","13:00",31830,0,9178,5739,204,1509,1222,0,402,12863,0,64,0,-4577,0,4821,406,31831
"2024/2/24","13:30",31361,0,9497,5756,204,1520,1216,0,402,11998,0,61,0,-4979,0,5277,409,31361
"2024/2/24","14:00",30959,0,10508,5802,204,1561,1261,0,403,10834,0,56,0,-4769,0,4691,407,30958
"2024/2/24","14:30",30648,0,11107,5864,204,1608,1279,0,402,9162,0,52,0,-4426,0,4990,406,30648
"2024/2/24","15:00",30701,0,12517,5863,205,1642,1340,0,445,7259,0,50,0,-3988,0,4951,417,30701
"2024/2/24","15:30",31086,0,13773,5862,204,1638,1411,0,444,5120,0,47,0,-2645,0,4820,413,31087
"2024/2/24","16:00",31916,0,14081,6228,205,1641,1848,0,445,2986,0,46,0,-1877,0,5908,406,31917
"2024/2/24","16:30",32901,0,14550,6387,204,1625,1884,0,446,1273,0,48,0,-80,0,6159,404,32900
"2024/2/24","17:00",34075,0,15451,6388,204,1593,1900,0,446,211,0,49,0,315,0,7125,392,34074
"2024/2/24","17:30",35818,0,16576,6390,204,1607,1916,0,446,0,0,46,0,802,0,7439,391,35817
"2024/2/24","18:00",36598,0,17136,6387,203,1607,1889,0,450,0,0,52,0,946,0,7544,383,36597
"2024/2/24","18:30",36763,0,17251,6391,204,1583,1896,0,450,0,0,48,0,1027,0,7533,381,36764
"2024/2/24","19:00",36883,0,17316,6387,203,1580,1803,0,450,0,0,46,0,1218,0,7492,388,36883
"2024/2/24","19:30",36702,0,17040,6390,203,1603,1797,0,450,0,0,43,0,1202,0,7582,392,36702
"2024/2/24","20:00",36499,0,17218,6389,204,1587,1471,0,451,0,0,42,0,1295,0,7449,394,36500
"2024/2/24","20:30",36088,0,16966,6392,204,1571,1440,0,451,0,0,45,0,1217,0,7399,403,36088
"2024/2/24","21:00",35538,0,16592,6388,203,1567,1396,0,452,0,0,45,0,895,0,7594,405,35537
"2024/2/24","21:30",34681,0,16205,6388,204,1594,1325,0,451,0,0,47,0,562,0,7487,417,34680
"2024/2/24","22:00",33836,0,16206,6390,195,1597,1262,0,451,0,0,52,0,520,0,6762,402,33837
"2024/2/24","22:30",32871,0,15394,6388,189,1608,1254,0,451,0,0,53,0,414,0,6708,412,32871
"2024/2/24","23:00",32143,0,15306,6317,189,1580,1237,0,451,0,0,53,0,350,0,6250,410,32143
"2024/2/24","23:30",31117,0,15555,6236,189,1512,1260,0,451,0,0,49,0,444,0,4994,427,31117
"2024/2/25","0:00",29818,0,14519,6198,189,1461,1328,0,444,0,0,49,0,0,0,5237,392,29817
"2024/2/25","0:30",28644,0,13707,6079,189,1486,1323,0,444,0,0,48,0,-190,0,5117,440,28643
"2024/2/25","1:00",28056,0,13892,6061,189,1487,1308,0,444,0,0,49,0,-452,0,4640,439,28057
"2024/2/25","1:30",27683,0,13789,5876,189,1467,1295,0,446,0,0,48,0,-462,0,4581,454,27683
"2024/2/25","2:00",27496,0,13842,5533,189,1480,1278,0,446,0,0,52,0,-246,0,4468,454,27496
"2024/2/25","2:30",27261,0,14100,5422,189,1480,1267,0,445,0,0,48,0,-319,0,4175,454,27261
"2024/2/25","3:00",27157,0,14197,5476,189,1486,1287,0,445,0,0,46,0,-490,0,4067,453,27156
"2024/2/25","3:30",26886,0,14665,5358,189,1477,1289,0,445,0,0,47,0,-998,0,3971,443,26886
"2024/2/25","4:00",26847,0,15243,5298,189,1482,1290,0,445,0,0,52,0,-1379,0,3770,456,26846
"2024/2/25","4:30",26839,0,15294,5298,189,1504,1286,0,445,0,0,55,0,-1402,0,3741,427,26837
"2024/2/25","5:00",27064,0,15508,5298,189,1495,1294,0,445,0,0,59,0,-1404,0,3749,430,27063
"2024/2/25","5:30",27329,0,15569,5299,189,1489,1315,0,444,0,0,64,0,-1402,0,3962,400,27329
"2024/2/25","6:00",28208,0,14731,5298,189,1472,1347,0,446,1,0,65,0,-453,0,4699,413,28208
"2024/2/25","6:30",28941,0,14826,5298,179,1479,1337,0,445,121,0,62,0,0,0,4810,385,28942
"2024/2/25","7:00",30094,0,14904,5300,159,1444,1355,0,444,580,0,60,0,0,0,5455,393,30094
"2024/2/25","7:30",31482,0,15240,5300,157,1471,1411,0,445,1135,0,57,0,0,0,5890,377,31483
"2024/2/25","8:00",32951,0,15395,5300,158,1424,1477,0,443,1584,0,55,0,0,0,6757,358,32951
"2024/2/25","8:30",34438,0,16156,5301,158,1390,1460,0,442,1938,0,56,0,0,0,7175,362,34438
"2024/2/25","9:00",35735,0,17772,5302,158,1339,1397,0,440,1964,0,56,0,82,0,6856,368,35734
"2024/2/25","9:30",36140,0,18051,5303,164,1384,1378,0,440,2109,0,52,0,189,0,6700,370,36140
"2024/2/25","10:00",36429,0,18054,5109,165,1380,1351,0,439,2414,0,56,0,3,0,7082,375,36428
"2024/2/25","10:30",36466,0,18330,5013,165,1366,1268,0,439,2539,0,56,0,0,0,6903,386,36465
"2024/2/25","11:00",36986,0,18997,4943,166,1391,1241,0,439,2544,0,53,0,138,0,6686,386,36984
"2024/2/25","11:30",37018,0,19206,4847,165,1352,1247,0,439,2130,0,53,0,505,0,6685,388,37017
"2024/2/25","12:00",36868,0,18880,4850,157,1361,1234,0,437,1899,0,52,0,496,0,7115,387,36868
"2024/2/25","12:30",36578,0,19023,4861,157,1376,1231,0,438,1925,0,51,0,406,0,6739,370,36577
"2024/2/25","13:00",36642,0,19187,4988,157,1373,1221,0,438,1908,0,52,0,719,0,6227,371,36641
"2024/2/25","13:30",36740,0,19173,5013,158,1335,1224,0,437,1729,0,52,0,478,0,6773,368,36740
"2024/2/25","14:00",36665,0,19327,5055,158,1340,1242,0,438,1403,0,54,0,451,0,6824,372,36664
"2024/2/25","14:30",36703,0,19262,5290,157,1357,1273,0,437,1193,0,57,0,451,0,6855,371,36703
"2024/2/25","15:00",36754,0,19594,5302,157,1428,1354,0,438,957,0,60,0,712,0,6373,379,36754
"2024/2/25","15:30",36853,0,19570,5301,157,1366,1411,0,438,698,0,61,0,551,0,6923,377,36853
"2024/2/25","16:00",37201,0,20116,5300,157,1409,1602,0,439,487,0,64,0,611,0,6642,373,37200
"2024/2/25","16:30",38063,0,20550,5300,157,1407,1632,0,439,282,0,64,0,914,0,6941,376,38062
"2024/2/25","17:00",39207,0,20995,5300,157,1421,1750,0,439,62,0,70,0,1207,0,7437,368,39206
"2024/2/25","17:30",40184,0,21529,5299,157,1376,1772,0,438,0,0,70,0,1905,0,7273,364,40183
"2024/2/25","18:00",40463,0,21505,5299,157,1405,1782,0,441,0,0,74,0,1823,0,7619,358,40463
"2024/2/25","18:30",40394,0,21506,5300,156,1426,1701,0,441,0,0,65,0,1825,0,7613,361,40394
"2024/2/25","19:00",39974,0,21508,5299,157,1425,1685,0,441,0,0,60,0,1798,0,7238,363,39974
"2024/2/25","19:30",39430,0,21385,5299,156,1362,1682,0,441,0,0,52,0,1535,0,7148,370,39430
"2024/2/25","20:00",38911,0,21130,5296,161,1353,1580,0,442,0,0,48,0,1374,0,7150,378,38912
"2024/2/25","20:30",38329,0,20562,5299,162,1375,1555,0,442,0,0,48,0,972,0,7526,388,38329
"2024/2/25","21:00",37316,0,19932,5296,162,1393,1533,0,443,0,0,46,0,531,0,7587,393,37316
"2024/2/25","21:30",35998,0,18941,5298,162,1382,1497,0,442,0,0,46,0,259,0,7562,408,35997
"2024/2/25","22:00",34560,0,18441,5294,170,1448,1379,0,442,0,0,46,0,326,0,6615,399,34560
"2024/2/25","22:30",33052,0,17958,5296,184,1583,1370,0,442,0,0,45,0,131,0,5636,407,33052
"2024/2/25","23:00",32014,0,17927,5402,191,1631,1295,0,443,0,0,45,0,103,0,4575,402,32014
"2024/2/25","23:30",30522,0,16665,5499,190,1704,1253,0,443,0,0,40,0,86,0,4219,422,30521
"2024/2/26","0:00",29319,0,15203,5499,254,1735,1275,0,439,0,0,51,0,-992,0,5444,411,29319
"2024/2/26","0:30",27930,0,14468,5503,384,1716,1277,0,440,0,0,56,0,-1420,0,5042,463,27929
"2024/2/26","1:00",27566,0,14750,5519,417,1746,1348,0,440,0,0,57,0,-1473,0,4342,420,27566
"2024/2/26","1:30",27213,0,14729,5555,452,1786,1341,0,442,0,0,60,0,-1489,0,3990,347,27213
"2024/2/26","2:00",27001,0,14704,5568,452,1771,1236,0,442,0,0,66,0,-1487,0,3903,345,27000
"2024/2/26","2:30",26825,0,14806,5574,452,1778,1239,0,442,0,0,66,0,-1489,0,3613,343,26824
"2024/2/26","3:00",26907,0,15023,5575,452,1751,1235,0,441,0,0,71,0,-1620,0,3633,345,26906
"2024/2/26","3:30",26803,0,14806,5496,452,1739,1228,0,442,0,0,76,0,-1746,0,3975,335,26803
"2024/2/26","4:00",27136,0,15502,5503,452,1749,1234,0,440,0,0,84,0,-1744,0,3581,334,27135
"2024/2/26","4:30",27518,0,15421,5541,452,1694,1250,0,441,0,0,97,0,-1328,0,3645,304,27517
"2024/2/26","5:00",28700,0,15125,5568,452,1717,1441,0,440,0,0,112,0,-607,0,4129,323,28700
"2024/2/26","5:30",30021,0,15893,5561,453,1737,1457,0,440,0,0,127,0,-92,0,4158,286,30020
"2024/2/26","6:00",32335,0,16728,5538,510,1786,1657,0,442,1,0,137,0,189,0,5038,308,32334
"2024/2/26","6:30",34304,0,18037,5588,652,1802,1660,0,442,165,0,143,0,357,0,5188,271,34305
"2024/2/26","7:00",36233,0,18661,5618,697,1740,1685,0,441,1218,0,146,0,778,0,4990,260,36234
"2024/2/26","7:30",37391,0,18406,5619,702,1736,1678,0,441,2880,0,147,0,673,0,4866,244,37392
"2024/2/26","8:00",39004,0,18621,5626,703,1718,1760,0,437,4909,0,147,0,657,0,4190,235,39003
"2024/2/26","8:30",40465,0,18513,5634,703,1741,1754,0,436,6850,0,147,0,416,0,4029,243,40466
"2024/2/26","9:00",40736,0,17381,5634,703,1673,1625,0,435,8444,0,148,0,114,0,4325,253,40735
"2024/2/26","9:30",40374,0,16064,5631,703,1739,1583,0,435,10238,0,149,0,0,0,3556,275,40373
"2024/2/26","10:00",40058,0,14830,5630,504,1737,1574,0,433,12172,0,156,0,-1,0,2732,291,40058
"2024/2/26","10:30",39944,0,14193,5521,416,1740,1476,0,434,13445,0,157,0,-397,0,2648,311,39944
"2024/2/26","11:00",39606,0,14078,5109,303,1775,1472,0,434,14075,0,156,0,-1006,0,2896,312,39604
"2024/2/26","11:30",39272,0,14602,5107,299,1780,1480,0,435,14347,0,161,0,-1790,0,2534,316,39271
"2024/2/26","12:00",38079,0,14294,5111,363,1787,1499,0,434,14039,0,163,0,-2805,0,2879,315,38079
"2024/2/26","12:30",37539,0,14276,5110,362,1794,1507,0,434,13405,0,163,0,-2907,0,3079,316,37539
"2024/2/26","13:00",37991,0,15076,5115,362,1795,1500,0,432,12345,0,167,0,-2277,0,3161,315,37991
"2024/2/26","13:30",37511,0,14390,5137,362,1846,1510,0,433,11056,0,168,0,-1535,0,3832,313,37512
"2024/2/26","14:00",37257,0,14674,5179,398,1856,1526,0,433,9717,0,170,0,-1007,0,3998,315,37259
"2024/2/26","14:30",36818,0,14677,5195,513,1867,1548,0,432,8101,0,168,0,-90,0,4094,314,36819
"2024/2/26","15:00",36568,0,15273,5195,602,1866,1562,0,433,6576,0,165,0,0,0,4580,315,36567
"2024/2/26","15:30",36951,0,17170,5194,761,1861,1578,0,433,4788,0,168,0,48,0,4642,308,36951
"2024/2/26","16:00",37566,0,18411,5553,804,1861,1704,0,437,2989,0,172,0,230,0,5098,307,37566
"2024/2/26","16:30",38394,0,19744,5716,805,1871,1728,0,437,1394,0,173,0,647,0,5588,292,38395
"2024/2/26","17:00",39227,0,20114,5740,806,1878,1756,0,438,304,0,180,0,965,0,6762,285,39228
"2024/2/26","17:30",40467,0,20845,5817,806,1862,1773,0,438,1,0,180,0,1814,0,6655,276,40467
"2024/2/26","18:00",41303,0,21023,5816,806,1905,1747,0,442,0,0,186,0,2056,0,7054,269,41304
"2024/2/26","18:30",41373,0,21042,5817,806,1895,1676,0,442,0,0,183,0,2069,0,7180,263,41373
"2024/2/26","19:00",41051,0,21059,5816,805,1860,1666,0,442,0,0,179,0,1721,0,7237,266,41051
"2024/2/26","19:30",40650,0,20975,5746,805,1833,1673,0,442,0,0,177,0,1445,0,7280,274,40650
"2024/2/26","20:00",40155,0,20747,5716,805,1812,1668,0,443,0,0,176,0,1279,0,7228,280,40154
"2024/2/26","20:30",39643,0,20385,5717,806,1764,1652,0,443,0,0,176,0,1156,0,7256,288,39643
"2024/2/26","21:00",38717,0,19732,5716,807,1772,1632,0,444,0,0,180,0,991,0,7144,300,38718
"2024/2/26","21:30",37570,0,19144,5717,806,1762,1591,0,443,0,0,186,0,1100,0,6513,308,37570
"2024/2/26","22:00",36387,0,18664,5717,798,1806,1548,0,443,0,0,188,0,833,0,6094,296,36387
"2024/2/26","22:30",35057,0,18432,5716,794,1822,1537,0,443,0,0,188,0,653,0,5163,309,35057
"2024/2/26","23:00",33912,0,18087,5717,795,1838,1535,0,443,0,0,186,0,343,0,4695,272,33911
"2024/2/26","23:30",32573,0,17129,5716,751,1825,1473,0,443,0,0,184,0,0,0,4756,295,32572
"2024/2/27","0:00",31165,0,15997,5716,494,1778,1300,0,441,0,0,199,0,0,0,4980,259,31164
"2024/2/27","0:30",29887,0,15212,5716,452,1771,1291,0,442,0,0,203,0,0,0,4493,307,29887
"2024/2/27","1:00",29314,0,15338,5716,453,1772,1295,0,442,0,0,202,0,0,0,3772,325,29315
"2024/2/27","1:30",29080,0,15243,5716,453,1787,1334,0,443,0,0,198,0,0,0,3570,337,29081
"2024/2/27","2:00",28910,0,15104,5718,453,1739,1328,0,443,0,0,202,0,0,0,3584,339,28910
"2024/2/27","2:30",28825,0,15091,5715,453,1742,1253,0,443,0,0,197,0,0,0,3594,337,28825
"2024/2/27","3:00",28891,0,15116,5717,453,1720,1240,0,443,0,0,197,0,0,0,3668,337,28891
"2024/2/27","3:30",28764,0,14890,5716,453,1792,1236,0,443,0,0,196,0,0,0,3710,328,28764
"2024/2/27","4:00",29050,0,15608,5716,454,1754,1222,0,442,0,0,196,0,0,0,3327,330,29049
"2024/2/27","4:30",29395,0,15912,5718,453,1755,1219,0,442,0,0,196,0,0,0,3400,300,29395
"2024/2/27","5:00",30456,0,16540,5717,452,1770,1213,0,442,0,0,196,0,0,0,3816,310,30456
"2024/2/27","5:30",31849,0,17670,5716,453,1788,1240,0,442,0,0,199,0,3,0,4066,272,31849
"2024/2/27","6:00",34033,0,18383,5716,511,1818,1248,0,444,2,0,198,0,152,0,5258,303,34033
"2024/2/27","6:30",35692,0,19238,5717,654,1821,1249,0,443,250,0,198,0,492,0,5362,267,35691
"2024/2/27","7:00",36852,0,19066,5718,701,1825,1371,0,442,1696,0,198,0,643,0,4953,239,36852
"2024/2/27","7:30",37440,0,18760,5719,704,1827,1395,0,443,3530,0,198,0,362,0,4280,222,37440
"2024/2/27","8:00",38718,0,18977,5722,705,1818,1485,0,439,5706,0,199,0,180,0,3277,209,38717
"2024/2/27","8:30",40119,0,18657,5603,705,1840,1482,0,437,7825,0,198,0,50,0,3107,216,40120
"2024/2/27","9:00",40849,0,18180,5196,705,1878,1427,0,436,9748,0,199,0,0,0,2852,228,40849
"2024/2/27","9:30",41051,0,17051,5198,705,1822,1405,0,436,11491,0,200,0,-287,0,2777,252,41050
"2024/2/27","10:00",41061,0,17061,5192,500,1829,1173,0,434,12815,0,211,0,-685,0,2265,266,41061
"2024/2/27","10:30",40878,0,16131,5192,410,1858,1071,0,435,13761,0,220,0,-1263,0,2778,286,40879
"2024/2/27","11:00",40703,0,15293,5194,299,1830,1030,0,436,14438,0,220,0,-1393,0,3059,299,40705
"2024/2/27","11:30",40215,0,14623,5193,261,1841,1022,0,436,14710,0,225,0,-1530,0,3128,306,40215
"2024/2/27","12:00",39037,0,13599,5194,260,1864,1039,0,436,14790,0,224,0,-2666,0,3993,304,39037
"2024/2/27","12:30",38551,0,13456,5193,260,1862,1040,0,436,14461,0,222,0,-2869,0,4184,307,38552
"2024/2/27","13:00",39020,0,13875,5190,260,1836,1032,0,434,13553,0,218,0,-1930,0,4253,299,39020
"2024/2/27","13:30",38719,0,14162,5190,260,1878,1043,0,434,12276,0,216,0,-1258,0,4219,298,38718
"2024/2/27","14:00",38428,0,14629,5189,295,1898,1059,0,435,10604,0,213,0,-578,0,4384,300,38428
"2024/2/27","14:30",38001,0,15293,5190,410,1864,1068,0,434,8509,0,209,0,-212,0,4935,300,38000
"2024/2/27","15:00",37548,0,16188,5193,523,1893,1251,0,438,6572,0,209,0,0,0,4988,294,37549
"2024/2/27","15:30",37786,0,18031,5191,736,1943,1288,0,440,4682,0,203,0,60,0,4922,291,37787
"2024/2/27","16:00",38308,0,19229,5574,806,1930,1663,0,443,2911,0,197,0,248,0,5025,281,38307
"2024/2/27","16:30",39057,0,19910,5818,806,1949,1715,0,444,1383,0,191,0,321,0,6253,268,39058
"2024/2/27","17:00",39854,0,20783,5817,806,1965,1737,0,446,321,0,192,0,1140,0,6395,252,39854
"2024/2/27","17:30",41178,0,21352,5817,806,1984,1743,0,445,1,0,184,0,2127,0,6472,245,41176
"2024/2/27","18:00",41905,0,21439,5816,806,1975,1740,0,449,0,0,183,0,2760,0,6498,239,41905
"2024/2/27","18:30",41974,0,21432,5748,806,1949,1669,0,449,0,0,175,0,2787,0,6727,234,41976
"2024/2/27","19:00",41580,0,21257,5718,806,1974,1699,0,449,0,0,171,0,2339,0,6926,241,41580
"2024/2/27","19:30",41143,0,21344,5719,806,1911,1706,0,450,0,0,167,0,1792,0,6999,248,41142
"2024/2/27","20:00",40604,0,20997,5718,806,1905,1681,0,450,0,0,166,0,1158,0,7464,258,40603
